-0.99628,0.021094,0.058946,-0.044321,0.039304
-0.99301,0.019296,0.0044386,0.013207,0.11563
-0.99179,-0.047079,-0.094503,-0.072077,-0.00089197
-0.98819,-0.073798,0.068475,-0.11473,0.013236
-0.9827,-0.01926,-0.13441,0.030291,-0.12228
-0.98006,-0.018416,0.099654,-0.16755,0.033627
-0.97506,-0.0034658,0.15379,0.13078,-0.092179
-0.97474,0.097259,-0.079975,0.182,0.030016
-0.97464,0.15482,-0.0264,-0.15908,-0.010671
-0.97265,-0.17667,-0.052426,0.13649,-0.03681
-0.97254,0.041934,0.0001059,0.22317,0.050937
-0.97087,-0.12065,-0.032621,-0.2017,-0.033178
-0.97,-0.079699,0.11973,0.15828,0.11562
-0.96608,-0.017919,-0.0060483,0.096364,0.23886
-0.96455,-0.066505,0.19664,0.017013,0.16205
-0.96407,-0.19416,0.075738,-0.16421,-0.012706
-0.96294,-0.18219,-0.077849,-0.051237,-0.17571
-0.9629,0.12817,0.11533,-0.19326,0.075818
-0.96271,0.14939,0.02984,-0.11854,-0.18956
-0.96227,0.060679,0.19725,-0.025634,0.17546
-0.96187,-0.09871,-0.041983,-0.25013,-0.027197
-0.96136,-0.023432,-0.1481,-0.18108,-0.14321
-0.96078,-0.11309,-0.14366,0.20845,0.0047173
-0.95877,-0.14259,-0.14526,-0.10017,-0.17116
-0.95773,-0.004176,0.2182,0.013379,0.18692
-0.95734,0.062909,0.15308,0.073628,0.22512
-0.95538,-0.018902,-0.2171,-0.19914,-0.010287
-0.95534,0.094572,-0.041781,-0.1741,-0.21524
-0.95499,-0.12176,0.12566,-0.17857,0.15969
-0.95478,0.28185,-0.088938,0.031763,-0.0067054
-0.95421,-0.019141,0.22391,0.13543,0.14364
-0.95263,0.057516,-0.13131,0.049379,0.26364
-0.95157,-0.16873,-0.25606,0.0011988,0.021814
-0.95151,-0.096001,0.24549,0.0092334,-0.1583
-0.95106,0.15028,-0.050649,-0.23807,-0.11685
-0.95093,0.016518,-0.04915,0.17547,-0.24949
-0.95082,-0.19022,0.078971,-0.040907,-0.22772
-0.94851,0.24642,-0.17752,0.067906,-0.058932
-0.94739,0.029056,0.23358,-0.17248,0.13154
-0.94683,0.1071,0.25175,-0.078141,-0.1502
-0.94643,-0.072997,0.27684,0.04367,0.1428
-0.9461,0.12146,0.19042,0.010502,-0.2319
-0.9457,-0.29197,-0.014259,0.017199,-0.14109
-0.94444,-0.18786,-0.17678,0.038249,-0.20005
-0.94441,0.10316,0.27144,-0.1485,0.041393
-0.94402,-0.11716,0.12016,-0.1904,0.21075
-0.94401,0.22951,-0.17733,-0.10371,-0.1182
-0.94374,-0.089662,0.31601,0.03501,-0.015107
-0.94242,0.22687,0.082264,0.081871,-0.21656
-0.94184,0.31822,0.035228,-0.092381,0.043515
-0.94171,0.1184,0.16765,0.082339,-0.25355
-0.94157,0.077815,-0.26167,-0.010919,-0.19697
-0.94071,-0.076991,-0.20229,0.18892,0.18036
-0.94061,0.25504,0.13535,0.14303,0.10695
-0.93943,-0.27978,-0.1337,-0.02726,0.14344
-0.93897,0.081169,-0.1059,-0.30311,-0.093032
-0.93847,0.0030744,0.088076,0.2934,0.15947
-0.938,-0.1722,-0.2209,0.084771,-0.18578
-0.93783,-0.3331,-0.028315,0.073658,0.057345
-0.93772,-0.12066,0.13103,-0.19944,0.22178
-0.93771,-0.28599,0.071397,0.055083,-0.17541
-0.93728,0.0091101,0.11513,-0.14904,-0.29318
-0.93712,-0.22959,-0.063971,-0.19506,0.1642
-0.93694,-0.13496,-0.18573,0.26321,-0.012371
-0.93679,-0.32727,0.026509,0.091992,-0.078429
-0.9366,0.050221,-0.20789,0.031842,0.27574
-0.93617,0.14191,-0.18409,0.19557,0.17697
-0.93615,-0.036426,0.26192,0.095121,-0.21129
-0.93473,0.025322,0.14099,0.32219,0.044083
-0.93372,0.24473,0.097694,0.24199,-0.013375
-0.93367,-0.21009,0.11488,0.26327,0.040202
-0.93349,-0.24566,-0.10748,0.16537,-0.17128
-0.93264,-0.30976,0.078144,0.038532,-0.1632
-0.93227,-0.30045,0.18098,0.088343,0.0066414
-0.93094,-0.31745,0.055125,0.17188,-0.00048632
-0.93072,-0.31293,0.053435,0.15171,-0.099856
-0.93044,-0.21614,0.048296,-0.247,0.15566
-0.93039,0.036971,-0.30871,0.031754,0.19155
-0.93013,-0.1251,0.33937,-0.024861,-0.058489
-0.92998,-0.08816,0.10524,0.073801,-0.33293
-0.92991,-0.08671,-0.32533,-0.1328,0.065335
-0.92841,0.14614,0.22408,-0.23572,-0.10449
-0.92829,-0.22041,-0.28262,-0.095479,0.026528
-0.92775,-0.29794,-0.14275,0.074529,0.1568
-0.92755,0.11715,0.025112,-0.2366,-0.26327
-0.92684,-0.21241,0.11117,0.18729,0.22004
-0.92666,-0.33748,0.15008,0.033045,-0.061541
-0.92628,0.090599,-0.19691,-0.28817,0.10943
-0.92561,-0.16854,0.18892,-0.27901,0.036142
-0.9255,0.16056,0.12387,0.31192,-0.07088
-0.92423,0.16192,-0.3402,-0.050604,-0.035691
-0.92337,-0.032846,-0.37204,-0.073193,0.05037
-0.92306,0.11841,-0.29044,-0.12797,0.18226
-0.92053,-0.035664,-0.026812,-0.38601,0.040459
-0.92034,0.058986,-0.039165,-0.36985,-0.10572
-0.92012,0.24493,-0.041071,-0.30022,0.039566
-0.91995,0.35828,0.091011,-0.12841,0.023757
-0.91945,-0.18247,0.16291,-0.303,0.05455
-0.91935,0.3171,0.05953,0.022995,0.22397
-0.91903,0.17971,-0.010521,-0.089733,0.33902
-0.91901,0.15971,-0.3568,-0.051016,-0.00059395
-0.91895,0.15565,0.1804,-0.016897,0.3138
-0.9185,0.22695,-0.28715,-0.14939,0.0087239
-0.91831,-0.058685,-0.049534,1.9716e-05,-0.38834
-0.9179,-0.079912,-0.32948,0.081754,-0.18928
-0.91701,0.10533,-0.27664,0.062589,-0.25992
-0.91688,0.052055,0.045294,-0.34282,0.19247
-0.91672,-0.34413,0.14242,0.14442,0.0080446
-0.91666,0.1113,-0.011795,0.34313,0.1717
